SN	Distance_X_LOGO_Button_LD1	Distance_X_LOGO_Button_LD2	Distance_X_LOGO_Button_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_LD1	Distance_Y_LOGO_Button_LD2	Distance_Y_LOGO_Button_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_LD1	Angle_Button_LD2	Angle_Button_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30NWGRWV____	0.072	0.072	0.068	0.074	0.072	0.072	0.031	0.072	0.031	0.072	0.066	0.074	0.068	0.072	0.072	0.069	0.070	0.073	0.070	0.073	0.120	0.069	0.073	0.069	0.034	0.034	0.071	0.034	0.037	0.073	0.071	0.069	-0.058	-0.058	-0.056	-0.055	-0.057	-0.054	-0.022	-0.057	-0.022	-0.058	-0.015	-0.055	-0.052	-0.054	-0.054	-0.054	-0.055	-0.057	-0.055	-0.056	-0.056	-0.053	-0.054	-0.053	-0.051	-0.051	-0.055	-0.051	-0.097	-0.054	-0.090	-0.055	-0.117	-0.117	-0.119	-0.117	-0.117	-0.117	-0.136	-0.117	-0.136	-0.117	-0.123	-0.117	-0.119	-0.117	-0.117	-0.118	-0.118	-0.117	-0.118	-0.117	-0.098	-0.118	-0.116	-0.118	-0.132	-0.132	-0.117	-0.132	-0.127	-0.116	-0.115	-0.118	0.065	-0.054	-0.120	2016_7_19_17_01_40
FLQS30MRGRWY____	-0.200	-0.200	-0.198	-0.198	-0.199	-0.199	-0.199	-0.199	-0.199	-0.199	-0.200	-0.198	-0.201	-0.199	-0.199	-0.203	-0.200	-0.200	-0.197	-0.200	-0.161	-0.200	-0.198	-0.200	-0.201	-0.201	-0.199	-0.201	-0.197	-0.200	-0.201	-0.199	-0.039	-0.039	-0.038	0.041	-0.040	-0.038	-0.036	-0.040	-0.036	-0.039	0.040	0.041	0.034	-0.038	-0.038	0.037	0.002	-0.001	-0.036	0.001	-0.035	-0.003	0.040	-0.003	-0.003	-0.003	-0.000	-0.003	0.003	-0.002	0.000	0.001	-0.123	-0.123	-0.122	-0.128	-0.122	-0.122	-0.122	-0.122	-0.122	-0.122	-0.128	-0.128	-0.129	-0.122	-0.122	-0.130	-0.126	-0.125	-0.121	-0.126	-0.107	-0.125	-0.128	-0.125	-0.126	-0.126	-0.125	-0.126	-0.124	-0.125	-0.125	-0.125	-0.198	-0.008	-0.124	2016_7_19_17_01_40
FLQS30MKGRWV____	-0.141	-0.141	-0.139	-0.138	-0.139	-0.095	-0.139	-0.139	-0.139	-0.140	-0.139	-0.138	-0.143	-0.095	-0.095	-0.142	-0.142	-0.139	-0.139	-0.097	-0.140	-0.142	-0.139	-0.142	-0.141	-0.141	-0.099	-0.141	-0.139	-0.138	-0.141	-0.141	0.003	0.003	-0.038	-0.036	0.002	0.001	-0.033	0.002	-0.033	-0.035	-0.035	-0.036	0.001	0.001	0.001	-0.032	-0.031	-0.032	0.001	0.034	-0.035	0.003	0.003	0.003	0.003	0.003	0.002	0.003	-0.032	0.001	0.001	-0.038	-0.185	-0.185	-0.182	-0.180	-0.184	-0.167	-0.181	-0.184	-0.181	-0.181	-0.181	-0.180	-0.186	-0.167	-0.167	-0.183	-0.182	-0.181	-0.185	-0.171	-0.181	-0.185	-0.184	-0.185	-0.185	-0.185	-0.168	-0.185	-0.182	-0.184	-0.185	-0.181	-0.133	-0.012	-0.181	2016_7_19_17_01_40
FLQS30MJGRWV____	-0.205	-0.205	-0.206	-0.204	-0.204	-0.204	-0.205	-0.204	-0.205	-0.207	-0.203	-0.204	-0.204	-0.204	-0.204	-0.204	-0.169	-0.206	-0.205	-0.205	-0.204	-0.203	-0.205	-0.203	-0.114	-0.114	-0.205	-0.114	-0.205	-0.203	-0.204	-0.169	0.003	0.003	0.005	0.005	0.004	0.002	-0.029	0.004	-0.029	0.040	0.003	0.005	0.006	0.002	0.002	0.005	0.039	0.040	0.007	0.039	0.041	0.004	0.044	0.004	0.000	0.000	0.008	0.000	0.004	0.005	0.005	0.005	-0.124	-0.124	-0.124	-0.123	-0.124	-0.123	-0.121	-0.124	-0.121	-0.127	-0.122	-0.123	-0.124	-0.123	-0.123	-0.123	-0.112	-0.127	-0.124	-0.126	-0.126	-0.123	-0.126	-0.123	-0.088	-0.088	-0.124	-0.088	-0.123	-0.122	-0.123	-0.109	-0.194	0.009	-0.120	2016_7_19_17_01_40
FLQS30MEGRWV____	0.427	0.427	0.430	0.428	0.428	0.462	0.428	0.428	0.428	0.463	0.427	0.428	0.427	0.462	0.462	0.426	0.425	0.460	0.429	0.427	0.428	0.427	0.427	0.427	0.463	0.463	0.429	0.463	0.427	0.427	0.425	0.425	-0.015	-0.015	-0.013	-0.050	-0.013	-0.012	-0.011	-0.013	-0.011	-0.010	-0.014	-0.050	-0.013	-0.012	-0.012	-0.014	-0.016	-0.011	-0.012	-0.013	-0.013	-0.052	-0.012	-0.052	-0.014	-0.014	-0.013	-0.014	-0.014	-0.014	-0.048	-0.015	0.224	0.224	0.225	0.228	0.224	0.238	0.224	0.224	0.224	0.238	0.225	0.228	0.224	0.238	0.238	0.224	0.224	0.237	0.225	0.225	0.225	0.228	0.224	0.228	0.238	0.238	0.225	0.238	0.224	0.224	0.227	0.224	0.436	-0.019	0.228	2016_7_19_17_01_40
FLQS30LFGRWY____	0.256	0.256	0.222	0.221	0.223	0.221	0.224	0.223	0.224	0.222	0.222	0.221	0.258	0.221	0.221	0.256	0.222	0.221	0.225	0.220	0.223	0.223	0.224	0.223	0.223	0.223	0.223	0.223	0.223	0.222	0.221	0.223	-0.048	-0.048	-0.049	-0.093	-0.048	-0.050	-0.052	-0.048	-0.052	-0.050	-0.050	-0.093	-0.048	-0.050	-0.050	-0.048	-0.013	-0.050	-0.053	-0.015	-0.052	-0.050	-0.050	-0.050	-0.050	-0.050	-0.015	-0.050	-0.049	-0.049	-0.010	-0.049	0.036	0.036	0.023	0.026	0.024	0.023	0.024	0.024	0.024	0.023	0.023	0.026	0.037	0.023	0.023	0.036	0.020	0.023	0.025	0.019	0.024	0.023	0.024	0.023	0.023	0.023	0.021	0.023	0.024	0.023	0.020	0.023	0.227	-0.048	0.025	2016_7_19_17_01_40
FLQS30KNGRWV____	-0.071	-0.071	-0.069	-0.069	-0.069	-0.069	-0.106	-0.069	-0.106	-0.070	-0.070	-0.069	-0.073	-0.069	-0.069	-0.069	-0.071	-0.069	-0.072	-0.068	-0.071	-0.070	-0.069	-0.070	-0.068	-0.068	-0.072	-0.068	-0.071	-0.070	-0.072	-0.071	0.005	0.005	0.005	0.003	0.003	0.000	0.001	0.003	0.001	0.001	-0.001	0.003	0.005	0.000	0.000	0.040	0.003	0.000	0.001	0.003	0.004	-0.001	0.003	-0.001	-0.000	-0.000	0.039	-0.000	0.003	0.005	0.003	0.003	0.080	0.080	0.079	0.080	0.080	0.080	0.066	0.080	0.066	0.079	0.080	0.080	0.078	0.080	0.080	0.077	0.079	0.081	0.079	0.080	0.079	0.080	0.080	0.080	0.080	0.080	0.076	0.080	0.079	0.079	0.079	0.079	-0.072	0.004	0.079	2016_7_19_17_01_41
FLQS30K5GRWY____	0.075	0.075	0.074	0.074	0.074	0.074	0.076	0.074	0.076	0.075	0.073	0.074	0.077	0.074	0.074	0.034	0.034	0.074	0.072	0.076	0.072	0.077	0.073	0.077	0.073	0.073	0.033	0.073	0.072	0.074	0.118	0.074	-0.016	-0.016	-0.016	-0.015	-0.055	-0.017	-0.015	-0.055	-0.015	-0.017	-0.015	-0.015	-0.017	-0.017	-0.017	-0.017	-0.014	-0.015	-0.014	-0.014	0.023	-0.015	-0.015	-0.015	-0.015	-0.015	-0.014	-0.015	-0.056	-0.015	-0.053	-0.056	0.087	0.087	0.087	0.087	0.090	0.086	0.087	0.090	0.087	0.087	0.087	0.087	0.088	0.086	0.086	0.071	0.072	0.087	0.086	0.087	0.083	0.088	0.086	0.088	0.087	0.087	0.072	0.087	0.090	0.087	0.107	0.090	0.072	-0.020	0.086	2016_7_19_17_01_41
FLQS30K3GRWY____	-0.053	-0.053	-0.017	-0.019	-0.017	-0.016	-0.019	-0.017	-0.019	-0.016	-0.020	-0.019	-0.018	-0.016	-0.016	-0.021	-0.055	-0.019	-0.019	-0.019	-0.017	-0.016	-0.020	-0.016	-0.018	-0.018	-0.050	-0.018	-0.054	-0.018	-0.016	-0.021	-0.003	-0.003	-0.002	0.034	-0.005	-0.005	0.035	-0.005	0.035	-0.038	0.032	0.034	0.032	-0.005	-0.005	-0.004	0.034	0.030	-0.003	-0.005	0.001	0.031	0.034	0.031	0.029	0.029	0.031	0.029	0.037	0.031	-0.004	0.043	0.086	0.086	0.101	0.097	0.101	0.101	0.097	0.101	0.097	0.104	0.097	0.097	0.098	0.101	0.101	0.099	0.083	0.097	0.100	0.100	0.100	0.099	0.097	0.099	0.098	0.098	0.086	0.098	0.084	0.097	0.101	0.096	-0.023	0.016	0.097	2016_7_19_17_01_41
FLQS30K1GRWY____	0.193	0.193	0.192	0.194	0.192	0.193	0.194	0.192	0.194	0.193	0.193	0.194	0.192	0.193	0.193	0.192	0.195	0.195	0.193	0.197	0.195	0.192	0.191	0.192	0.192	0.192	0.194	0.192	0.194	0.192	0.194	0.194	-0.058	-0.058	-0.055	-0.054	-0.015	-0.016	-0.017	-0.015	-0.017	-0.017	-0.055	-0.054	-0.052	-0.016	-0.016	-0.054	-0.015	-0.051	-0.014	-0.054	-0.056	-0.054	-0.054	-0.054	-0.017	-0.017	-0.055	-0.017	-0.052	-0.053	-0.053	-0.016	0.141	0.141	0.140	0.140	0.137	0.137	0.138	0.137	0.138	0.137	0.141	0.140	0.140	0.137	0.137	0.141	0.138	0.142	0.137	0.142	0.142	0.139	0.140	0.139	0.137	0.137	0.141	0.137	0.141	0.140	0.141	0.138	0.193	-0.038	0.139	2016_7_19_17_01_41
FLQS30JCGRWV____	-0.009	-0.009	-0.009	-0.010	-0.009	-0.009	-0.007	-0.009	-0.007	-0.009	-0.009	-0.010	-0.006	-0.009	-0.009	-0.008	-0.009	-0.009	-0.007	-0.009	-0.004	-0.007	-0.008	-0.007	-0.011	-0.011	-0.007	-0.011	-0.008	-0.010	-0.008	-0.006	-0.009	-0.009	-0.011	-0.012	-0.011	-0.010	-0.010	-0.011	-0.010	-0.011	-0.010	-0.012	-0.008	-0.010	-0.010	-0.007	-0.010	-0.012	-0.009	-0.011	-0.010	-0.010	-0.010	-0.010	-0.009	-0.009	-0.011	-0.009	-0.048	-0.009	-0.008	-0.008	0.052	0.052	0.053	0.052	0.053	0.053	0.054	0.053	0.054	0.053	0.052	0.052	0.054	0.053	0.053	0.053	0.053	0.053	0.053	0.053	0.054	0.054	0.053	0.054	0.052	0.052	0.054	0.052	0.056	0.052	0.053	0.054	-0.008	-0.011	0.053	2016_7_19_17_01_41
FLQS30J0GRWV____	-0.117	-0.117	-0.115	-0.114	-0.115	-0.114	-0.083	-0.115	-0.083	-0.116	-0.114	-0.114	-0.083	-0.114	-0.114	-0.083	-0.083	-0.115	-0.081	-0.081	-0.115	-0.081	-0.082	-0.081	-0.115	-0.115	-0.083	-0.115	-0.081	-0.115	-0.082	-0.083	0.035	0.035	0.036	-0.002	0.036	0.001	-0.000	0.036	-0.000	0.002	0.001	-0.002	-0.000	0.001	0.001	0.002	0.002	0.037	0.002	0.003	-0.002	-0.001	-0.002	-0.001	-0.000	-0.000	-0.000	-0.000	0.032	0.034	-0.002	-0.003	-0.012	-0.012	-0.011	-0.008	-0.012	-0.008	0.004	-0.012	0.004	-0.009	-0.008	-0.008	0.004	-0.008	-0.008	0.004	0.004	-0.012	0.004	0.005	-0.008	0.005	0.004	0.005	-0.009	-0.009	0.004	-0.009	0.002	-0.012	0.005	0.005	-0.101	0.009	-0.004	2016_7_19_17_01_41
FLQS30HZGRWY____	0.067	0.067	0.068	0.064	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.064	0.066	0.067	0.067	0.068	0.067	0.066	0.067	0.067	0.067	0.067	0.067	0.067	0.068	0.068	0.064	0.068	0.065	0.066	0.070	0.066	-0.054	-0.054	-0.052	-0.060	-0.053	-0.052	-0.049	-0.053	-0.049	-0.054	-0.051	-0.060	-0.048	-0.052	-0.052	-0.053	-0.013	-0.014	-0.053	-0.015	-0.012	-0.015	-0.016	-0.015	-0.016	-0.016	-0.014	-0.016	-0.015	-0.050	-0.048	-0.054	0.036	0.036	0.036	0.035	0.036	0.036	0.035	0.036	0.035	0.035	0.035	0.035	0.035	0.036	0.036	0.036	0.033	0.032	0.036	0.033	0.032	0.033	0.033	0.033	0.033	0.033	0.032	0.033	0.032	0.035	0.036	0.035	0.067	-0.038	0.034	2016_7_19_17_01_41
FLQS30H6GRWV____	0.046	0.046	0.013	0.015	0.015	0.047	0.013	0.015	0.013	0.048	0.012	0.015	0.046	0.047	0.047	0.012	0.014	0.048	0.013	0.046	0.013	0.010	0.014	0.010	0.047	0.047	0.013	0.047	0.015	0.047	0.010	0.014	0.003	0.003	0.004	0.001	0.002	0.001	-0.002	0.002	-0.002	-0.000	0.001	0.001	0.002	0.001	0.001	0.005	-0.001	-0.001	0.001	-0.001	0.003	-0.002	0.003	-0.002	0.001	0.001	0.000	0.001	0.002	0.003	0.037	0.000	0.049	0.049	0.037	0.037	0.037	0.050	0.037	0.037	0.037	0.050	0.037	0.037	0.050	0.050	0.050	0.036	0.037	0.050	0.037	0.050	0.037	0.036	0.037	0.036	0.050	0.050	0.037	0.050	0.037	0.050	0.032	0.037	0.027	0.002	0.042	2016_7_19_17_01_41
FLQS30GQGRWV____	0.291	0.291	0.245	0.211	0.211	0.210	0.210	0.211	0.210	0.249	0.210	0.211	0.204	0.210	0.210	0.210	0.214	0.210	0.210	0.209	0.211	0.212	0.213	0.212	0.210	0.210	0.213	0.210	0.209	0.210	0.211	0.213	0.066	0.066	0.065	0.067	0.068	0.071	0.071	0.068	0.071	0.032	0.072	0.067	0.075	0.071	0.071	0.067	0.067	0.069	0.074	0.074	0.066	0.069	0.069	0.069	0.072	0.072	0.071	0.072	0.072	0.070	0.071	0.066	0.124	0.124	0.107	0.093	0.092	0.093	0.092	0.092	0.092	0.110	0.092	0.093	0.090	0.093	0.093	0.093	0.094	0.092	0.092	0.092	0.093	0.094	0.094	0.094	0.092	0.092	0.094	0.092	0.092	0.092	0.093	0.094	0.218	0.068	0.096	2016_7_19_17_01_41
FLQS30GCGRWY____	0.041	0.041	0.042	0.082	0.083	0.041	0.038	0.083	0.038	0.042	0.004	0.082	0.041	0.041	0.041	0.040	0.040	0.041	0.038	0.041	0.040	0.041	0.039	0.041	0.083	0.083	0.040	0.083	0.036	0.039	0.039	0.041	0.001	0.001	0.001	-0.000	0.000	0.000	-0.036	0.000	-0.036	0.001	0.001	-0.000	-0.003	0.000	0.000	-0.000	-0.000	-0.001	0.000	-0.001	0.000	-0.001	0.000	-0.001	-0.003	-0.003	-0.002	-0.003	0.001	0.000	0.001	-0.001	0.005	0.005	0.005	0.020	0.020	0.005	0.006	0.020	0.006	0.005	-0.010	0.020	0.005	0.005	0.005	0.004	0.004	0.005	0.004	0.005	0.005	0.005	0.005	0.005	0.021	0.021	0.004	0.021	0.003	0.004	0.004	0.004	0.048	-0.003	0.008	2016_7_19_17_01_42
FLQS30G5GRWY____	0.173	0.173	0.176	0.177	0.175	0.175	0.172	0.175	0.172	0.176	0.175	0.177	0.137	0.175	0.175	0.175	0.172	0.177	0.172	0.174	0.177	0.173	0.174	0.173	0.173	0.173	0.171	0.173	0.174	0.174	0.172	0.170	-0.010	-0.010	-0.048	-0.009	-0.048	-0.049	-0.008	-0.048	-0.008	-0.009	-0.010	-0.009	-0.014	-0.049	-0.049	-0.009	-0.009	-0.011	-0.009	-0.010	-0.046	-0.009	-0.011	-0.009	-0.012	-0.012	-0.009	-0.012	-0.048	-0.009	-0.009	-0.047	0.053	0.053	0.057	0.055	0.057	0.057	0.053	0.057	0.053	0.054	0.054	0.055	0.039	0.057	0.057	0.053	0.053	0.054	0.052	0.053	0.057	0.053	0.053	0.053	0.053	0.053	0.053	0.053	0.056	0.054	0.053	0.055	0.173	-0.021	0.054	2016_7_19_17_01_42
FLQS30E9GRWY____	-0.075	-0.075	-0.077	-0.078	-0.077	-0.077	-0.106	-0.077	-0.106	-0.076	-0.075	-0.078	-0.109	-0.077	-0.077	-0.073	-0.076	-0.077	-0.074	-0.077	-0.075	-0.075	-0.109	-0.075	-0.076	-0.076	-0.108	-0.076	-0.076	-0.108	-0.074	-0.076	0.000	0.000	0.001	-0.038	0.001	-0.002	-0.034	0.001	-0.034	-0.002	-0.040	-0.038	-0.036	-0.002	-0.002	0.002	0.001	-0.039	-0.034	-0.002	0.003	-0.035	0.000	-0.035	-0.001	-0.001	-0.001	-0.001	0.003	0.000	0.003	0.002	-0.185	-0.185	-0.185	-0.182	-0.185	-0.185	-0.194	-0.185	-0.194	-0.184	-0.181	-0.182	-0.195	-0.185	-0.185	-0.184	-0.184	-0.182	-0.181	-0.185	-0.184	-0.182	-0.198	-0.182	-0.185	-0.185	-0.197	-0.185	-0.185	-0.197	-0.185	-0.185	-0.082	-0.011	-0.186	2016_7_19_17_01_42
FLQS30DZGRWV	-0.091	-0.091	-0.128	-0.129	-0.129	-0.129	-0.126	-0.129	-0.126	-0.177	-0.088	-0.129	-0.087	-0.129	-0.129	-0.126	-0.090	-0.089	-0.127	-0.127	-0.132	-0.090	-0.127	-0.090	-0.129	-0.129	-0.127	-0.129	-0.125	-0.128	-0.130	-0.090	0.048	0.048	0.009	0.008	0.009	0.012	0.046	0.009	0.046	0.013	-0.031	0.008	0.012	0.012	0.012	0.008	0.009	0.010	0.013	0.012	0.010	0.011	0.010	0.011	0.012	0.012	0.012	0.012	0.012	0.011	0.012	0.009	-0.093	-0.093	-0.104	-0.104	-0.105	-0.104	-0.106	-0.105	-0.106	-0.123	-0.086	-0.104	-0.089	-0.104	-0.104	-0.103	-0.090	-0.089	-0.104	-0.104	-0.105	-0.089	-0.104	-0.089	-0.105	-0.105	-0.104	-0.105	-0.103	-0.105	-0.105	-0.089	-0.119	0.014	-0.101	2016_7_19_17_01_42
FLQS30D5GRWQ____	-0.069	-0.069	-0.064	-0.063	-0.064	-0.065	-0.063	-0.064	-0.063	-0.067	-0.066	-0.063	-0.066	-0.065	-0.065	-0.068	-0.069	-0.067	-0.065	-0.063	-0.064	-0.067	-0.066	-0.067	-0.066	-0.066	-0.066	-0.066	-0.066	-0.065	-0.064	-0.066	-0.007	-0.007	-0.008	-0.006	-0.044	-0.006	-0.008	-0.044	-0.008	-0.008	-0.043	-0.006	-0.008	-0.006	-0.006	-0.003	-0.003	-0.039	-0.008	-0.040	-0.009	-0.042	-0.041	-0.042	-0.040	-0.040	-0.039	-0.040	0.027	-0.041	-0.042	-0.042	-0.149	-0.149	-0.146	-0.147	-0.144	-0.147	-0.146	-0.144	-0.146	-0.148	-0.144	-0.147	-0.148	-0.147	-0.147	-0.148	-0.149	-0.146	-0.147	-0.144	-0.147	-0.145	-0.145	-0.145	-0.145	-0.145	-0.145	-0.145	-0.150	-0.145	-0.145	-0.145	-0.066	-0.022	-0.146	2016_7_19_17_01_42
FLQS30CMGRWQ____	0.064	0.064	0.066	0.066	0.066	0.033	0.063	0.066	0.063	0.033	0.065	0.066	0.064	0.033	0.033	0.063	0.030	0.064	0.064	0.062	0.065	0.064	0.064	0.064	0.065	0.065	0.066	0.065	0.063	0.064	0.064	0.063	-0.048	-0.048	-0.046	-0.044	-0.048	-0.045	-0.044	-0.048	-0.044	-0.046	-0.045	-0.044	-0.014	-0.045	-0.045	-0.050	-0.009	-0.012	-0.045	-0.011	-0.045	-0.046	-0.013	-0.046	-0.012	-0.012	-0.017	-0.012	-0.047	-0.013	-0.012	-0.047	-0.078	-0.078	-0.078	-0.078	-0.078	-0.091	-0.078	-0.078	-0.078	-0.090	-0.078	-0.078	-0.081	-0.091	-0.091	-0.078	-0.094	-0.080	-0.078	-0.081	-0.078	-0.079	-0.081	-0.079	-0.081	-0.081	-0.080	-0.081	-0.079	-0.081	-0.081	-0.079	0.059	-0.034	-0.081	2016_7_19_17_01_42
FLQS30BWGRWY____	0.014	0.014	0.017	0.016	0.017	0.017	0.050	0.017	0.050	0.016	0.016	0.016	0.017	0.017	0.017	0.018	0.017	0.018	0.050	0.018	0.051	0.059	0.053	0.059	0.017	0.017	0.051	0.017	0.051	0.017	0.051	0.051	0.038	0.038	0.038	0.036	0.036	0.033	0.035	0.036	0.035	0.035	0.035	0.036	0.033	0.033	0.033	-0.001	-0.002	-0.003	0.036	0.034	0.038	0.032	0.035	0.032	0.034	0.034	0.035	0.034	0.036	0.036	-0.004	0.037	0.232	0.232	0.234	0.234	0.233	0.235	0.248	0.233	0.248	0.234	0.234	0.234	0.234	0.235	0.235	0.237	0.237	0.237	0.247	0.234	0.248	0.251	0.248	0.251	0.234	0.234	0.247	0.234	0.247	0.234	0.251	0.247	0.029	0.030	0.239	2016_7_19_17_01_42
FLQS30BJGRWV____	-0.022	-0.022	-0.058	-0.024	-0.026	-0.057	-0.055	-0.026	-0.055	-0.024	-0.024	-0.024	-0.022	-0.057	-0.057	-0.061	-0.019	-0.024	-0.056	-0.054	-0.057	-0.023	-0.057	-0.023	-0.023	-0.023	-0.058	-0.023	-0.058	-0.058	-0.057	-0.023	-0.040	-0.040	-0.034	-0.039	-0.003	-0.033	-0.001	-0.003	-0.001	-0.035	-0.037	-0.039	-0.037	-0.033	-0.033	-0.000	-0.003	-0.003	-0.035	0.003	-0.036	-0.037	0.001	-0.037	-0.001	-0.001	0.005	-0.001	-0.033	-0.034	0.001	-0.002	-0.072	-0.072	-0.086	-0.072	-0.076	-0.085	-0.087	-0.076	-0.087	-0.072	-0.072	-0.072	-0.071	-0.085	-0.085	-0.089	-0.073	-0.076	-0.085	-0.087	-0.085	-0.072	-0.088	-0.072	-0.075	-0.075	-0.088	-0.075	-0.086	-0.086	-0.088	-0.075	-0.039	-0.020	-0.080	2016_7_19_17_01_42
FLQS30AEGRWV____	0.002	0.002	0.002	0.001	0.003	0.004	0.035	0.003	0.035	0.037	0.002	0.001	0.002	0.004	0.004	0.003	0.037	0.002	0.002	0.002	0.035	0.001	0.003	0.001	0.001	0.001	0.082	0.001	0.002	0.001	0.039	0.037	-0.001	-0.001	0.000	-0.000	-0.001	-0.002	-0.000	-0.001	-0.000	-0.001	-0.042	-0.000	-0.004	-0.002	-0.002	-0.002	-0.001	-0.001	-0.001	-0.003	0.003	-0.002	-0.002	-0.002	-0.002	-0.002	-0.004	-0.002	-0.002	-0.000	-0.001	0.001	-0.046	-0.046	-0.047	-0.046	-0.046	-0.046	-0.034	-0.046	-0.034	-0.034	-0.044	-0.046	-0.046	-0.046	-0.046	-0.046	-0.034	-0.046	-0.047	-0.046	-0.034	-0.047	-0.046	-0.047	-0.046	-0.046	-0.015	-0.046	-0.047	-0.046	-0.033	-0.033	0.012	-0.003	-0.042	2016_7_19_17_01_42
FLQS309TGRWY____	0.079	0.079	0.079	0.077	0.115	0.114	0.114	0.115	0.114	0.115	0.039	0.077	0.115	0.114	0.114	0.077	0.079	0.114	0.115	0.077	0.115	0.114	0.113	0.114	0.113	0.113	0.115	0.113	0.112	0.113	0.112	0.079	-0.047	-0.047	-0.048	-0.008	-0.047	-0.046	-0.045	-0.047	-0.045	-0.045	-0.047	-0.008	-0.048	-0.046	-0.046	-0.046	-0.045	-0.048	-0.048	-0.050	-0.048	-0.049	-0.048	-0.049	-0.049	-0.049	-0.048	-0.049	-0.087	-0.048	-0.048	-0.047	-0.121	-0.121	-0.121	-0.125	-0.107	-0.107	-0.108	-0.107	-0.108	-0.106	-0.136	-0.125	-0.107	-0.107	-0.107	-0.122	-0.120	-0.107	-0.107	-0.121	-0.107	-0.107	-0.108	-0.107	-0.108	-0.108	-0.107	-0.108	-0.105	-0.107	-0.108	-0.121	0.101	-0.046	-0.112	2016_7_19_17_01_43
FLQS309QGRWV____	0.034	0.034	0.000	0.073	0.000	0.077	-0.002	0.000	-0.002	-0.000	-0.001	0.073	0.031	0.077	0.077	-0.007	-0.004	0.076	0.028	0.076	0.033	0.032	0.076	0.032	-0.003	-0.003	0.029	-0.003	0.029	0.074	-0.002	0.030	-0.041	-0.041	-0.043	-0.007	-0.044	-0.010	-0.010	-0.044	-0.010	-0.046	-0.045	-0.007	-0.042	-0.010	-0.010	-0.041	-0.007	-0.012	-0.046	-0.009	-0.043	-0.044	-0.007	-0.044	-0.010	-0.010	-0.041	-0.010	-0.009	-0.007	-0.010	-0.042	-0.048	-0.048	-0.061	-0.036	-0.060	-0.033	-0.064	-0.060	-0.064	-0.061	-0.061	-0.036	-0.048	-0.033	-0.033	-0.063	-0.065	-0.035	-0.049	-0.034	-0.048	-0.049	-0.034	-0.049	-0.065	-0.065	-0.050	-0.065	-0.053	-0.035	-0.064	-0.049	0.030	-0.025	-0.051	2016_7_19_17_01_43
FLQS309NGRWM____	0.007	0.007	0.010	0.009	0.007	0.008	0.011	0.007	0.011	0.008	0.008	0.009	0.011	0.008	0.008	-0.024	0.007	0.008	0.013	0.009	0.010	0.010	0.008	0.010	0.010	0.010	0.013	0.010	-0.020	0.009	0.010	0.008	0.001	0.001	-0.040	0.001	0.000	0.003	-0.000	0.000	-0.000	0.002	0.002	0.001	0.000	0.003	0.003	0.000	-0.038	0.001	-0.001	0.004	-0.000	-0.002	-0.002	-0.002	0.002	0.002	0.002	0.002	0.038	-0.000	-0.001	0.001	-0.060	-0.060	-0.056	-0.059	-0.059	-0.060	-0.057	-0.059	-0.057	-0.059	-0.059	-0.059	-0.058	-0.060	-0.060	-0.071	-0.056	-0.059	-0.058	-0.059	-0.058	-0.058	-0.059	-0.058	-0.059	-0.059	-0.058	-0.059	-0.073	-0.059	-0.058	-0.059	0.007	-0.001	-0.059	2016_7_19_17_01_43
