SN	Distance_X_LOGO_MainBoard_LD1	Distance_X_LOGO_MainBoard_LD2	Distance_X_LOGO_MainBoard_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LD1	Distance_Y_LOGO_MainBoard_LD2	Distance_Y_LOGO_MainBoard_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LD1	Angle_MainBoard_LD2	Angle_MainBoard_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30KVGRWV____	0.140	0.139	0.140	0.140	0.140	0.140	0.141	0.140	0.140	0.141	0.139	0.139	0.138	0.144	0.138	0.139	0.139	0.139	0.102	0.136	0.136	0.136	0.137	0.136	0.138	0.136	0.139	0.141	0.137	0.139	0.141	0.137	-0.117	-0.118	-0.120	-0.118	-0.118	-0.117	-0.118	-0.152	-0.119	-0.117	-0.120	-0.121	-0.117	-0.152	-0.120	-0.120	-0.120	-0.120	-0.117	-0.121	-0.152	-0.121	-0.120	-0.120	-0.120	-0.121	-0.118	-0.120	-0.120	-0.120	-0.120	-0.119	0.524	0.523	0.524	0.524	0.524	0.524	0.524	0.533	0.524	0.524	0.523	0.524	0.523	0.534	0.523	0.523	0.523	0.523	0.506	0.522	0.531	0.522	0.524	0.522	0.524	0.522	0.523	0.525	0.524	0.523	0.525	0.523	0.138	-0.122	0.524	2016_7_19_17_00_56
FLQS30KBGRWV____	-0.082	-0.081	-0.083	-0.080	-0.079	-0.083	-0.121	-0.117	-0.081	-0.039	-0.118	-0.080	-0.079	-0.081	-0.076	-0.118	-0.118	-0.116	-0.118	-0.077	-0.119	-0.077	-0.077	-0.080	-0.118	-0.077	-0.037	-0.121	-0.077	-0.118	-0.082	-0.079	0.006	0.008	0.007	-0.032	0.005	0.003	0.004	0.002	0.006	0.008	0.004	0.006	0.005	0.007	0.004	0.004	0.004	0.002	0.003	0.005	0.004	0.005	0.003	-0.001	0.001	0.005	0.006	0.005	0.003	0.004	0.007	0.006	-0.095	-0.096	-0.096	-0.084	-0.094	-0.095	-0.113	-0.111	-0.095	-0.076	-0.111	-0.093	-0.094	-0.095	-0.092	-0.111	-0.111	-0.110	-0.111	-0.093	-0.112	-0.093	-0.092	-0.093	-0.110	-0.093	-0.074	-0.113	-0.092	-0.111	-0.095	-0.094	-0.090	0.003	-0.098	2016_7_19_17_00_56
FLQS30CWGRWV____	0.043	0.002	0.003	0.004	0.002	0.002	0.042	0.002	0.042	0.003	0.005	0.002	0.043	0.042	0.001	0.005	0.005	-0.000	0.002	0.041	0.003	0.041	0.002	0.002	0.004	0.041	0.041	0.003	0.002	0.005	0.004	0.001	-0.001	-0.004	-0.003	-0.002	0.033	-0.002	0.037	0.035	-0.001	-0.002	0.034	0.036	0.000	0.000	-0.003	0.034	0.034	-0.003	-0.003	-0.000	-0.001	-0.000	-0.002	-0.003	-0.004	-0.000	-0.001	0.033	-0.002	0.034	0.034	-0.001	-0.467	-0.485	-0.485	-0.484	-0.495	-0.485	-0.477	-0.495	-0.467	-0.485	-0.493	-0.496	-0.467	-0.467	-0.486	-0.493	-0.493	-0.486	-0.486	-0.468	-0.485	-0.468	-0.485	-0.485	-0.484	-0.468	-0.468	-0.494	-0.485	-0.493	-0.494	-0.486	0.014	0.010	-0.483	2016_7_19_17_00_56
FLQS30C7GRWV____	0.034	0.071	0.071	0.033	0.072	0.029	0.071	0.033	0.071	0.031	0.070	0.073	0.071	0.069	0.071	0.070	0.070	0.030	0.070	0.069	0.069	0.069	0.068	0.070	0.030	0.069	0.070	0.071	0.068	0.070	0.070	0.070	-0.059	-0.013	-0.016	-0.056	-0.058	-0.058	-0.056	-0.057	-0.055	-0.056	-0.021	-0.057	-0.058	-0.061	-0.058	-0.021	-0.021	-0.021	-0.058	-0.021	-0.058	-0.021	-0.021	-0.058	-0.020	-0.021	-0.058	-0.056	-0.021	-0.021	-0.058	-0.020	0.066	0.071	0.073	0.066	0.083	0.064	0.083	0.065	0.083	0.064	0.073	0.084	0.083	0.083	0.083	0.073	0.073	0.055	0.082	0.073	0.082	0.073	0.072	0.083	0.054	0.073	0.083	0.083	0.072	0.073	0.083	0.073	0.062	-0.041	0.075	2016_7_19_17_00_56
FLQS29JFGRX5____	-0.006	-0.047	-0.048	-0.007	-0.006	-0.010	-0.007	-0.050	-0.007	-0.005	-0.008	-0.007	0.034	-0.050	-0.049	-0.008	-0.008	-0.009	-0.007	-0.008	-0.008	-0.008	-0.008	-0.007	-0.008	-0.008	0.033	-0.010	-0.008	-0.008	-0.008	-0.008	0.004	0.003	0.004	0.043	0.002	0.010	0.005	0.004	0.005	0.005	0.006	0.005	0.002	0.003	0.003	0.006	0.006	0.005	0.005	0.004	0.004	0.004	0.003	0.006	0.005	0.004	0.000	0.004	0.003	0.006	0.006	0.005	-0.075	-0.093	-0.093	-0.085	-0.074	-0.077	-0.075	-0.095	-0.075	-0.074	-0.076	-0.076	-0.055	-0.094	-0.094	-0.076	-0.076	-0.076	-0.075	-0.075	-0.075	-0.075	-0.075	-0.076	-0.075	-0.075	-0.056	-0.077	-0.075	-0.076	-0.076	-0.076	-0.011	0.006	-0.077	2016_7_19_17_00_56
FLQS22XEGRX2____	0.050	0.053	0.053	0.006	0.006	0.050	0.051	0.051	0.051	0.050	0.008	0.006	0.008	0.010	0.051	0.008	0.008	0.051	0.050	0.051	0.055	0.051	0.051	0.051	0.052	0.051	0.006	0.054	0.051	0.008	0.051	0.053	-0.003	-0.001	-0.001	-0.050	-0.002	-0.001	-0.000	-0.002	-0.000	-0.002	0.000	-0.002	-0.003	-0.002	-0.000	0.000	0.000	-0.001	-0.001	0.000	0.038	0.000	0.000	-0.001	-0.001	0.000	-0.000	0.000	0.000	0.000	-0.001	-0.002	0.044	0.046	0.046	0.037	0.024	0.044	0.045	0.045	0.044	0.045	0.025	0.025	0.026	0.026	0.044	0.025	0.025	0.045	0.044	0.045	0.036	0.045	0.045	0.044	0.045	0.045	0.024	0.046	0.045	0.025	0.045	0.045	0.038	-0.001	0.039	2016_7_19_17_00_56
FLQS22TQGRX2____	-0.048	-0.007	-0.007	-0.003	-0.005	-0.005	-0.005	-0.005	-0.004	-0.004	-0.004	-0.003	-0.008	-0.003	-0.004	-0.004	-0.004	-0.004	-0.004	-0.004	-0.004	-0.004	-0.004	-0.005	-0.005	-0.004	-0.005	-0.005	-0.004	-0.004	-0.004	-0.004	0.002	0.003	0.003	0.005	0.004	0.006	0.005	0.006	0.005	0.004	0.006	0.005	-0.035	0.004	0.003	0.006	0.006	0.005	0.007	0.005	0.003	0.005	0.005	0.006	0.004	0.005	0.006	0.004	0.005	0.006	0.004	0.005	-0.112	-0.093	-0.092	-0.091	-0.092	-0.092	-0.092	-0.093	-0.092	-0.092	-0.092	-0.091	-0.084	-0.092	-0.091	-0.092	-0.092	-0.093	-0.092	-0.092	-0.092	-0.092	-0.092	-0.092	-0.092	-0.092	-0.093	-0.092	-0.092	-0.092	-0.092	-0.092	-0.006	0.004	-0.092	2016_7_19_17_00_56
FLQS21YXGRX2____	0.003	0.003	0.001	0.041	0.042	0.003	0.002	0.002	0.004	0.003	0.044	0.042	0.041	0.001	0.003	0.044	0.044	0.003	0.003	0.042	0.001	0.042	0.045	0.003	0.004	0.042	0.003	0.044	0.045	0.044	0.177	0.003	0.005	0.004	0.003	0.047	0.007	0.002	0.043	0.004	0.043	0.044	0.044	0.045	0.007	0.046	0.003	0.044	0.044	0.045	0.043	0.045	0.042	0.045	0.048	0.002	0.001	0.045	0.041	0.046	0.048	0.044	0.056	0.042	0.053	0.054	0.054	0.060	0.071	0.054	0.044	0.055	0.044	0.044	0.062	0.062	0.071	0.042	0.055	0.062	0.062	0.044	0.044	0.062	0.043	0.062	0.062	0.055	0.056	0.062	0.044	0.062	0.062	0.062	0.121	0.044	0.026	0.032	0.057	2016_7_19_17_00_56
FLQS2AVTGRX5____	-0.055	-0.055	-0.057	-0.053	-0.053	-0.015	-0.053	-0.055	-0.053	-0.054	-0.056	-0.053	-0.059	-0.099	-0.053	-0.056	-0.056	-0.052	-0.052	-0.052	-0.056	-0.052	-0.054	-0.054	-0.055	-0.052	-0.138	-0.055	-0.054	-0.056	-0.054	-0.054	0.007	0.008	0.008	0.006	0.009	0.011	0.007	0.007	0.005	0.007	0.042	0.006	-0.003	-0.041	0.007	0.042	0.042	0.005	0.046	0.006	0.001	0.006	-0.041	0.007	0.009	0.006	-0.043	0.007	-0.041	0.042	0.005	0.041	-0.063	-0.064	-0.064	-0.062	-0.063	-0.046	-0.062	-0.063	-0.062	-0.063	-0.072	-0.062	-0.062	-0.071	-0.063	-0.072	-0.072	-0.061	-0.071	-0.062	-0.062	-0.062	-0.050	-0.063	-0.063	-0.062	-0.089	-0.063	-0.050	-0.072	-0.063	-0.071	-0.057	0.007	-0.064	2016_7_19_17_00_57
FLQS3087GRWV____	-0.194	-0.193	-0.156	-0.199	-0.196	-0.193	-0.195	-0.199	-0.196	-0.196	-0.195	-0.198	-0.199	-0.198	-0.202	-0.195	-0.195	-0.199	-0.199	-0.197	-0.194	-0.197	-0.196	-0.156	-0.155	-0.197	-0.202	-0.153	-0.196	-0.195	-0.191	-0.198	-0.059	-0.055	-0.054	-0.056	-0.054	-0.057	-0.023	-0.055	-0.059	-0.020	-0.056	-0.054	-0.057	-0.058	-0.058	-0.056	-0.056	-0.059	-0.057	-0.057	-0.059	-0.057	-0.058	-0.060	-0.058	-0.057	-0.057	-0.056	-0.058	-0.056	-0.056	-0.056	-0.089	-0.089	-0.072	-0.091	-0.090	-0.088	-0.098	-0.092	-0.089	-0.099	-0.089	-0.091	-0.091	-0.090	-0.092	-0.089	-0.089	-0.090	-0.090	-0.090	-0.089	-0.090	-0.090	-0.070	-0.071	-0.090	-0.093	-0.070	-0.090	-0.089	-0.088	-0.091	-0.191	-0.055	-0.088	2016_7_19_17_00_57
