SN	Distance_X_LOGO_Button_RU1	Distance_X_LOGO_Button_RU2	Distance_X_LOGO_Button_RU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_RU1	Distance_Y_LOGO_Button_RU2	Distance_Y_LOGO_Button_RU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_RU1	Angle_Button_RU2	Angle_Button_RU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30DZGRWV	-0.059	-0.019	-0.021	-0.021	-0.098	-0.064	-0.02	-0.02	-0.064	-0.057	0.072	-0.021	-0.024	-0.066	-0.103	-0.021	-0.107	-0.148	-0.021	-0.06	-0.061	-0.022	-0.025	-0.066	-0.105	-0.064	-0.064	0.069	-0.027	-0.098	-0.025	-0.064	-0.067	-0.065	-0.067	-0.067	-0.06	-0.067	-0.064	-0.064	-0.064	-0.068	-0.018	-0.067	-0.063	-0.064	-0.063	-0.067	-0.063	-0.066	-0.067	-0.066	-0.067	0.022	-0.065	-0.064	-0.065	-0.067	-0.016	-0.019	-0.064	-0.06	-0.063	-0.016	0.635	0.65	0.65	0.65	0.62	0.633	0.651	0.651	0.633	0.636	0.681	0.65	0.649	0.632	0.618	0.65	0.616	0.601	0.65	0.635	0.634	0.641	0.648	0.632	0.617	0.633	0.628	0.679	0.647	0.62	0.648	0.628	-0.047	-0.056	0.639	2016_7_13_17_40_55
FLQS30E9GRWY____	-0.112	-0.071	-0.122	-0.122	-0.108	-0.112	-0.071	-0.071	-0.112	-0.081	-0.078	-0.122	-0.113	-0.071	-0.076	-0.122	-0.026	-0.071	-0.122	-0.109	-0.069	-0.036	-0.113	-0.119	-0.071	-0.112	-0.078	-0.066	-0.071	-0.108	-0.074	-0.078	0.016	0.057	0.062	0.062	0.019	0.016	0.016	0.016	0.015	0.057	0.057	0.062	0.018	0.015	0.061	0.062	0.015	0.017	0.062	0.017	0.017	0.056	0.017	0.061	0.057	0.016	0.06	0.017	0.012	0.019	0.059	0.06	0.607	0.618	0.598	0.598	0.607	0.606	0.622	0.622	0.607	0.614	0.615	0.598	0.606	0.622	0.616	0.598	0.64	0.622	0.598	0.608	0.623	0.632	0.606	0.599	0.617	0.606	0.615	0.624	0.622	0.607	0.617	0.615	-0.09	0.037	0.613	2016_7_13_17_41_00
FLQS30G5GRWY____	0.149	0.156	0.188	0.188	0.156	0.147	0.146	0.146	0.148	0.143	0.188	0.188	0.153	0.183	0.157	0.188	0.195	0.15	0.188	0.179	0.184	0.186	0.187	0.16	0.152	0.147	0.145	0.142	0.151	0.156	0.149	0.145	-0.013	-0.051	-0.011	-0.011	-0.01	-0.012	-0.01	-0.01	-0.01	-0.008	-0.009	-0.011	-0.053	-0.009	-0.053	-0.011	-0.052	-0.011	-0.011	0.033	-0.013	-0.012	-0.013	-0.054	-0.011	-0.012	-0.009	-0.009	-0.01	-0.01	-0.01	-0.009	-0.593	-0.586	-0.578	-0.578	-0.59	-0.593	-0.594	-0.594	-0.593	-0.595	-0.578	-0.578	-0.587	-0.579	-0.586	-0.578	-0.571	-0.592	-0.578	-0.586	-0.579	-0.578	-0.578	-0.585	-0.592	-0.593	-0.594	-0.595	-0.592	-0.59	-0.592	-0.594	0.164	-0.016	-0.587	2016_7_13_17_41_04
FLQS30GCGRWY____	-0.081	0.004	0.002	0.002	0.007	0.042	0.047	0.047	0.042	-0.036	0.004	0.002	0.004	0.006	-0.083	0.002	0.039	0.004	0.002	0.002	0.041	0.005	0.002	0.003	-0.03	0.042	0.002	0.003	0.003	0.007	0.042	0.002	0.002	-0.003	-0.002	-0.002	-0.001	-0.001	0	0	0	0.001	-0.001	-0.002	0	0	0	-0.002	-0.004	0.001	-0.002	-0.001	-0.003	-0.001	-0.001	-0.001	0.002	-0.001	-0.002	0	-0.001	-0.001	0.041	-0.002	-0.032	0.002	0.002	0.002	0.003	0.016	0.018	0.018	0.016	-0.014	0.002	0.002	0.002	0.002	-0.032	0.002	0.016	0.002	0.002	0.001	0.016	0.002	0.001	0.001	-0.012	0.016	0.001	0.001	0.001	0.003	0.012	0.001	0.006	0.001	0.002	2016_7_13_17_41_10
FLQS30GQGRWV____	6.027	6.061	6.066	6.066	6.015	6.025	6.023	6.023	6.026	6.023	6.108	6.066	6.061	6.023	6.025	6.066	6.073	6.023	6.066	6.021	6.02	6.026	6.063	6.037	6.019	6.025	6.075	6.064	6.081	6.015	5.981	6.075	6.265	6.263	6.263	6.263	6.263	6.263	6.261	6.261	6.262	6.264	6.261	6.263	6.261	6.261	6.263	6.263	6.212	6.261	6.263	6.263	6.261	6.263	6.261	6.264	6.262	6.263	6.265	6.263	6.264	6.263	6.263	6.265	-88.735	-88.719	-88.718	-88.718	-88.736	-88.734	-88.735	-88.735	-88.734	-88.736	-88.702	-88.718	-88.72	-88.734	-88.735	-88.718	-88.709	-88.734	-88.718	-88.736	-88.735	-88.734	-88.719	-88.729	-88.736	-88.734	-88.715	-88.72	-88.711	-88.736	-88.749	-88.715	6.043	6.261	-88.727	2016_7_13_17_41_17
FLQS30H6GRWV____	0.05	0.051	0.101	0.101	0.056	0.054	0.054	0.054	0.011	0.09	0.094	0.101	0.054	0.054	0.014	0.101	0.104	0.054	0.101	0.097	0.104	0.051	0.053	0.098	0.055	0.054	0.052	0.053	0.05	0.056	0.052	0.052	0.002	0.05	0.005	0.005	0.007	0.005	0.004	0.004	0.005	0.052	0.046	0.005	0.005	0.006	0.003	0.005	0.005	0.003	0.005	0.006	0.006	0.004	0.003	0.005	0.006	0.005	0.005	0.003	0.052	0.007	0.05	0.005	0.012	0.008	0.032	0.032	0.014	0.013	0.014	0.014	-0.003	0.023	0.025	0.032	0.014	0.014	-0.002	0.032	0.033	0.014	0.032	0.03	0.032	0.012	0.013	0.03	0.014	0.013	0.013	0.013	0.007	0.014	0.008	0.013	0.067	0.012	0.018	2016_7_13_17_41_23
FLQS30HZGRWY____	0.099	0.065	0.09	0.09	0.071	0.059	0.055	0.055	0.061	0.022	0.059	0.09	0.063	0.026	0.093	0.09	0.064	-0.009	0.09	0.058	0.058	0.022	0.062	0.054	0.065	0.059	0.058	0.059	0.067	0.071	0.098	0.058	-0.007	-0.007	-0.006	-0.006	-0.005	-0.054	-0.008	-0.008	-0.053	-0.004	-0.007	-0.006	-0.052	-0.05	-0.011	-0.006	-0.007	-0.053	-0.006	-0.006	-0.006	-0.004	-0.008	-0.008	-0.052	-0.054	-0.009	-0.008	-0.052	-0.005	-0.007	-0.009	0.024	0.011	0.021	0.021	0.014	0.014	0.008	0.008	0.014	-0.005	0.01	0.021	0.015	0.001	0.023	0.021	0.011	-0.012	0.021	0.008	0.008	-0.006	0.01	0.007	0.016	0.014	0.01	0.009	0.016	0.014	0.024	0.01	0.063	-0.018	0.012	2016_7_13_17_41_27
FLQS30K1GRWY____	0.003	0.009	0.007	0.007	0.051	0.015	0.004	0.004	0.009	0.005	0.009	0.007	0.048	0.006	0.017	0.007	0.051	0.009	0.007	0.011	-0.02	0.004	0.011	0.006	0.01	0.015	0.045	0.006	0.01	0.051	0.009	0.045	0.06	0.063	0.06	0.06	0.058	0.022	0.06	0.06	0.06	0.061	0.059	0.06	0.058	0.06	0.017	0.06	0.062	0.059	0.06	0.023	0.023	0.061	0.061	0.06	0.059	0.022	0.057	0.064	0.061	0.058	0.059	0.057	-0.656	-0.654	-0.654	-0.654	-0.637	-0.647	-0.656	-0.656	-0.654	-0.656	-0.654	-0.654	-0.639	-0.655	-0.646	-0.654	-0.638	-0.654	-0.654	-0.649	-0.662	-0.656	-0.653	-0.655	-0.653	-0.647	-0.64	-0.655	-0.653	-0.637	-0.654	-0.64	0.015	0.054	-0.651	2016_7_13_17_41_33
FLQS30K3GRWY____	0.106	0.019	0.023	0.023	0.057	0.055	0.017	0.017	0.018	0.106	0.008	0.023	0.018	-0.029	0.009	0.023	0.012	0.023	0.023	0.018	0.024	0.015	0.059	0.051	0.058	0.055	0.008	0.015	0.018	0.057	0.059	0.008	0.004	0.007	0.008	0.008	0.006	0.049	0.005	0.005	0.005	0.001	0.051	0.008	0.007	0.005	0.051	0.008	0.049	-0.036	0.008	0.009	0.011	0.007	0.005	0.051	0.006	0.049	0.05	0.007	0.004	0.006	0.007	0.05	-0.611	-0.644	-0.643	-0.643	-0.63	-0.635	-0.645	-0.645	-0.644	-0.611	-0.653	-0.643	-0.645	-0.662	-0.653	-0.643	-0.652	-0.639	-0.643	-0.645	-0.643	-0.646	-0.629	-0.636	-0.629	-0.635	-0.653	-0.646	-0.644	-0.63	-0.629	-0.653	0.031	0.016	-0.641	2016_7_13_17_41_39
FLQS30K5GRWY____	0.025	0.069	0.106	0.106	0.064	0.07	0.034	0.034	0.069	0.035	0.069	0.106	0.103	0.033	0.026	0.106	0.067	0.034	0.106	0.071	0.103	0.035	0.07	0.03	0.034	0.07	0.105	0.033	0.068	0.064	0.028	0.105	-0.01	-0.048	-0.011	-0.011	-0.012	-0.012	-0.05	-0.05	-0.051	-0.051	-0.052	-0.011	-0.011	-0.051	-0.009	-0.011	-0.008	-0.05	-0.011	-0.011	-0.012	-0.05	-0.05	-0.011	-0.049	-0.012	-0.011	-0.049	-0.051	-0.012	-0.053	-0.011	0.01	0.031	0.042	0.042	0.026	0.028	0.018	0.018	0.032	0.018	0.032	0.042	0.041	0.017	0.011	0.042	0.027	0.018	0.042	0.028	0.041	0.018	0.031	0.012	0.018	0.028	0.042	0.018	0.031	0.026	0.016	0.042	0.065	-0.028	0.028	2016_7_13_17_41_45
FLQS30MEGRWV____	0.316	0.277	0.282	0.282	0.329	0.277	0.279	0.279	0.322	0.279	0.281	0.282	0.316	0.238	0.319	0.282	0.276	0.276	0.282	0.23	0.279	0.238	0.278	0.279	0.282	0.277	0.319	0.319	0.279	0.329	0.233	0.319	0.061	0.059	0.014	0.014	0.061	0.016	0.02	0.02	0.021	0.02	0.021	0.014	0.06	0.021	0.061	0.014	0.062	0.022	0.014	0.015	0.063	0.019	0.021	0.064	0.019	0.016	0.061	0.062	0.02	0.061	0.062	0.061	0.115	0.1	0.107	0.107	0.121	0.105	0.105	0.105	0.122	0.105	0.106	0.107	0.115	0.089	0.116	0.107	0.1	0.104	0.107	0.087	0.101	0.09	0.104	0.1	0.106	0.105	0.117	0.116	0.105	0.121	0.083	0.117	0.286	0.036	0.106	2016_7_13_17_41_50
FLQS30MJGRWV____	-0.182	-0.184	-0.145	-0.145	-0.183	-0.183	-0.141	-0.141	-0.145	-0.135	-0.185	-0.145	-0.142	-0.145	-0.225	-0.145	-0.186	-0.144	-0.145	-0.234	-0.186	-0.136	-0.183	-0.145	-0.144	-0.183	-0.182	-0.179	-0.185	-0.183	-0.147	-0.182	0.033	0.032	0.031	0.031	0.033	0.032	0.032	0.032	0.031	0.032	0.032	0.031	0.032	0.032	0.033	0.031	0.032	0.032	0.031	0.033	0.032	0.033	0.032	0.032	0.032	0.032	0.03	0.033	0.031	0.033	0.032	0.03	-0.317	-0.317	-0.302	-0.302	-0.317	-0.317	-0.301	-0.301	-0.302	-0.298	-0.317	-0.302	-0.302	-0.302	-0.333	-0.302	-0.318	-0.301	-0.302	-0.336	-0.319	-0.299	-0.317	-0.303	-0.302	-0.317	-0.317	-0.316	-0.318	-0.317	-0.303	-0.317	-0.166	0.032	-0.31	2016_7_13_17_41_55
FLQS30MKGRWV____	-0.056	-0.055	-0.054	-0.054	-0.098	-0.051	-0.048	-0.048	0.031	-0.003	0.046	-0.054	-0.047	-0.05	-0.054	-0.054	-0.001	-0.006	-0.054	-0.051	-0.052	-0.05	-0.009	-0.064	-0.099	-0.051	-0.01	-0.054	0.027	-0.098	-0.006	-0.01	0.086	0.036	0.087	0.087	0.039	0.086	0.085	0.085	0.086	0.085	0.079	0.087	0.084	0.084	0.089	0.087	0.085	0.083	0.087	0.037	0.037	0.085	0.085	0.104	0.039	0.086	0.088	0.037	0.084	0.039	0.085	0.088	0.44	0.445	0.441	0.441	0.429	0.442	0.444	0.444	0.474	0.461	0.48	0.441	0.444	0.442	0.441	0.441	0.461	0.459	0.441	0.447	0.447	0.442	0.458	0.435	0.428	0.442	0.458	0.446	0.472	0.429	0.46	0.458	-0.039	0.076	0.448	2016_7_13_17_41_59
FLQS30MRGRWY____	0.04	0.055	0.093	0.093	0.093	0.046	0.056	0.056	0.055	0.05	0.052	0.093	0.051	0.01	0.043	0.093	0.04	0.007	0.093	-0.001	0	0.049	0.01	0.044	0.057	0.046	0.005	0.011	0.007	0.093	0.006	0.005	0.047	-0.049	0.044	0.044	0.042	0.046	-0.047	-0.047	-0.047	0.002	-0.001	0.044	-0.047	-0.047	0.045	0.044	0.087	-0.045	0.044	0.047	0.045	0	-0.042	0.045	-0.047	0.046	0.047	-0.044	-0.048	0.042	-0.046	0.047	0.017	0.032	0.037	0.037	0.038	0.019	0.032	0.032	0.032	0.025	0.026	0.037	0.03	0.015	0.018	0.037	0.012	0.013	0.037	0.001	0.001	0.025	0.014	0.018	0.032	0.019	0.004	0.014	0.013	0.038	0.013	0.004	0.045	0.008	0.022	2016_7_13_17_42_05
FLQS30NWGRWV____	0.076	0.075	0.072	0.072	0.071	0.065	0.12	0.12	0.07	0.076	0.06	0.072	0.078	0.073	0.075	0.072	0.065	0.153	0.072	0.068	0.115	0.07	0.071	0.115	0.033	0.065	0.075	0.068	0.074	0.071	0.069	0.075	-0.009	-0.009	-0.009	-0.009	-0.01	-0.068	-0.011	-0.011	-0.01	-0.008	-0.072	-0.009	-0.009	-0.009	-0.069	-0.009	0.032	0.03	-0.009	-0.067	-0.072	-0.009	0.033	-0.009	-0.006	-0.068	-0.01	0.032	-0.009	-0.01	-0.01	-0.01	0.086	0.087	0.085	0.085	0.085	0.088	0.103	0.103	0.084	0.086	0.087	0.085	0.087	0.086	0.092	0.085	0.078	0.112	0.085	0.09	0.108	0.085	0.081	0.102	0.07	0.088	0.086	0.08	0.086	0.085	0.084	0.086	0.078	-0.015	0.088	2016_7_13_17_42_10
FLQS30PHGRWY____	-0.013	-0.01	-0.048	-0.048	-0.005	-0.012	-0.013	-0.013	-0.049	-0.052	-0.048	-0.048	-0.046	-0.011	-0.044	-0.048	-0.008	-0.011	-0.048	-0.01	-0.005	-0.015	-0.051	-0.01	-0.049	-0.012	0.034	-0.012	-0.007	-0.005	-0.006	0.034	-0.004	-0.003	-0.002	-0.002	-0.002	-0.003	-0.003	-0.003	-0.002	-0.003	-0.003	-0.002	-0.003	-0.003	-0.046	-0.002	-0.003	-0.003	-0.002	-0.003	-0.004	-0.003	-0.002	-0.003	-0.005	-0.003	-0.003	-0.003	-0.002	-0.002	-0.003	-0.003	-0.002	-0.001	-0.016	-0.016	0.001	-0.001	-0.002	-0.002	-0.016	-0.017	-0.016	-0.016	-0.016	-0.001	-0.009	-0.016	-0.001	-0.001	-0.016	-0.001	0	-0.002	-0.016	-0.001	-0.016	-0.001	0.015	-0.002	0	0.001	0	0.015	-0.022	-0.004	-0.005	2016_7_13_17_42_16
FLQS30Q9GRWY____	-0.031	-0.027	-0.029	-0.029	-0.018	-0.031	-0.023	-0.023	-0.06	-0.028	-0.061	-0.029	-0.061	-0.02	-0.03	-0.029	-0.058	-0.023	-0.029	-0.04	-0.06	-0.023	-0.025	-0.021	-0.021	-0.031	-0.03	-0.026	-0.015	-0.018	-0.018	-0.03	-0.006	-0.046	-0.003	-0.003	-0.043	-0.002	-0.041	-0.041	-0.043	-0.046	-0.043	-0.003	-0.043	-0.044	-0.005	-0.003	-0.042	-0.045	-0.003	0.038	-0.041	-0.044	-0.046	-0.044	-0.044	-0.002	-0.005	-0.044	-0.045	-0.043	-0.042	-0.005	-0.064	-0.059	-0.064	-0.064	-0.055	-0.064	-0.057	-0.057	-0.072	-0.058	-0.072	-0.064	-0.072	-0.056	-0.063	-0.064	-0.07	-0.057	-0.064	-0.072	-0.072	-0.057	-0.058	-0.057	-0.056	-0.064	-0.064	-0.059	-0.054	-0.055	-0.056	-0.064	-0.031	-0.027	-0.062	2016_7_13_17_42_21
FLQS30QXGRWV____	-0.016	-0.018	-0.052	-0.052	-0.014	-0.011	-0.052	-0.052	-0.02	-0.016	-0.054	-0.052	-0.055	-0.055	-0.019	-0.052	-0.05	-0.017	-0.052	-0.046	-0.05	-0.014	-0.017	-0.054	-0.017	-0.011	-0.02	-0.014	-0.057	-0.014	-0.013	-0.02	-0.003	-0.002	0	0	0	-0.001	0.002	0.002	-0.001	-0.001	-0.001	0	0	-0.001	-0.003	0	0.001	-0.002	0	-0.04	0.001	0	-0.001	0	-0.002	-0.001	-0.002	0.001	-0.003	0	0	-0.002	-0.013	-0.014	-0.027	-0.027	-0.012	-0.011	-0.027	-0.027	-0.014	-0.013	-0.028	-0.027	-0.028	-0.028	-0.014	-0.027	-0.026	-0.013	-0.027	-0.021	-0.026	-0.012	-0.014	-0.028	-0.014	-0.011	-0.015	-0.013	-0.029	-0.012	-0.012	-0.015	-0.033	-0.002	-0.019	2016_7_13_17_42_26
FLQS30T7GRWV____	-0.01	0.053	0.005	0.005	0.035	-0.011	0.003	0.003	0.007	-0.01	0.005	0.005	0.007	-0.042	0	0.005	0.006	-0.041	0.005	-0.005	-0.04	-0.052	0.001	0.001	-0.04	-0.011	0.005	-0.045	-0.088	0.035	0.011	0.005	-0.017	-0.058	-0.059	-0.059	-0.017	-0.014	-0.056	-0.056	-0.057	-0.012	-0.057	-0.059	-0.056	-0.054	-0.057	-0.059	-0.058	-0.055	-0.059	-0.06	-0.059	-0.013	-0.057	-0.059	-0.054	-0.014	-0.058	-0.056	-0.057	-0.017	-0.056	-0.058	0.649	0.677	0.659	0.659	0.667	0.648	0.658	0.658	0.66	0.649	0.659	0.659	0.66	0.641	0.657	0.659	0.66	0.641	0.659	0.655	0.642	0.633	0.657	0.657	0.641	0.648	0.658	0.64	0.622	0.667	0.661	0.658	-0.006	-0.048	0.654	2016_7_13_17_42_31
FLQS30TYGRWV____	0.055	0.05	0.054	0.054	0.008	0.057	0.102	0.102	0.052	0.049	0.01	0.054	0.012	0.011	-0.03	0.054	0.013	0.055	0.054	-0.037	0.104	0.054	0.103	0.011	0.054	0.057	0.01	0.007	0.053	0.008	0.007	0.01	0.008	0.006	0.008	0.008	0.009	0.009	0.052	0.052	0.054	0.007	0.007	0.008	0.055	0.01	0.009	0.008	0.008	0.007	0.008	0.011	0.007	0.009	0.052	0.008	0.055	0.009	0.008	0.008	0.056	0.009	0.052	0.008	0.02	0.018	0.02	0.02	0.003	0.021	0.034	0.034	0.015	0.018	0.003	0.02	-0.001	0.003	-0.013	0.02	0.004	0.021	0.02	-0.015	0.039	0.019	0.034	0.004	0.015	0.021	0.003	0.002	0.014	0.003	-0.002	0.003	0.039	0.019	0.013	2016_7_13_17_42_37
FLNS2037GRWV____	-0.047	-0.045	-0.046	-0.046	-0.041	-0.045	-0.037	-0.037	0.002	-0.031	-0.035	-0.046	-0.073	-0.043	0.035	-0.046	-0.032	-0.037	-0.046	-0.023	-0.073	-0.033	-0.036	-0.041	-0.04	-0.045	-0.007	-0.036	-0.043	-0.041	-0.038	-0.007	-0.004	-0.045	-0.003	-0.003	-0.045	-0.002	-0.045	-0.045	-0.044	-0.047	-0.044	-0.003	-0.042	-0.046	-0.003	-0.003	-0.042	-0.042	-0.003	-0.084	-0.045	-0.045	-0.045	-0.044	-0.046	-0.002	-0.001	-0.042	-0.045	-0.045	-0.045	-0.001	-0.145	-0.14	-0.144	-0.144	-0.138	-0.144	-0.136	-0.136	-0.121	-0.134	-0.135	-0.144	-0.15	-0.138	-0.113	-0.144	-0.135	-0.137	-0.144	-0.127	-0.15	-0.135	-0.136	-0.138	-0.138	-0.144	-0.129	-0.136	-0.139	-0.138	-0.137	-0.129	-0.036	-0.031	-0.137	2016_7_13_16_55_23
FLQS2DERGRX5____	0.047	0.039	0.076	0.076	0.037	0.032	0.05	0.05	0.053	0.045	0.005	0.076	0.018	0.035	0.037	0.076	0.046	-0.029	0.076	-0.005	0.011	0.044	0.052	0.036	-0.03	0.032	0.038	0.042	0.036	0.037	0.036	0.038	-0.056	-0.053	-0.014	-0.014	-0.038	-0.015	-0.095	-0.095	-0.095	-0.056	-0.051	-0.014	-0.094	-0.014	-0.014	-0.014	-0.053	-0.092	-0.014	-0.015	-0.052	-0.056	-0.096	-0.012	-0.054	-0.015	-0.015	-0.054	-0.055	-0.038	-0.052	-0.015	-0.102	-0.105	-0.096	-0.096	-0.109	-0.112	-0.097	-0.097	-0.096	-0.104	-0.119	-0.096	-0.109	-0.111	-0.111	-0.096	-0.103	-0.128	-0.096	-0.127	-0.117	-0.103	-0.096	-0.111	-0.132	-0.112	-0.111	-0.104	-0.107	-0.109	-0.107	-0.111	0.038	-0.044	-0.107	2016_7_13_16_55_40
FLQS2EQUGRX5____	0.209	0.236	0.204	0.204	0.239	0.215	0.209	0.209	0.241	0.215	0.211	0.204	0.204	0.204	0.211	0.204	0.212	0.204	0.204	0.215	0.213	0.218	0.203	0.202	0.206	0.215	0.209	0.215	0.236	0.239	0.201	0.209	-0.068	-0.026	-0.028	-0.028	-0.068	-0.067	-0.027	-0.027	-0.027	-0.068	-0.069	-0.028	-0.025	-0.027	-0.065	-0.028	-0.063	-0.026	-0.028	-0.066	-0.066	-0.068	-0.026	-0.027	-0.029	-0.067	-0.066	-0.065	-0.027	-0.068	-0.025	-0.066	-0.433	-0.427	-0.439	-0.439	-0.421	-0.43	-0.437	-0.437	-0.424	-0.43	-0.432	-0.439	-0.439	-0.439	-0.432	-0.439	-0.432	-0.438	-0.439	-0.43	-0.431	-0.429	-0.439	-0.44	-0.437	-0.43	-0.432	-0.431	-0.426	-0.421	-0.44	-0.432	0.213	-0.046	-0.433	2016_7_13_16_55_44
FLQS30J0GRWV____	-0.076	-0.164	-0.024	-0.024	-0.023	-0.209	-0.083	-0.083	-0.033	-0.122	-0.025	-0.024	-0.03	-0.125	-0.118	-0.024	-0.121	-0.059	-0.024	-0.11	-0.058	-0.12	-0.118	-0.123	-0.124	-0.209	-0.027	-0.123	-0.126	-0.023	-0.072	-0.027	0.003	0.043	0.002	0.002	0	-0.072	0.044	0.044	0.044	0.046	0	0.002	0	0.045	-0.038	0.002	0.045	0.07	0.002	-0.035	-0.035	0.003	0.044	0.001	0.044	-0.072	0.001	0.044	0.002	0	0.043	0.001	-0.027	-0.065	-0.008	-0.008	-0.007	-0.069	-0.034	-0.034	-0.015	-0.049	-0.007	-0.008	-0.009	-0.05	-0.038	-0.008	-0.048	-0.027	-0.008	-0.036	-0.016	-0.044	-0.047	-0.045	-0.05	-0.069	-0.008	-0.05	-0.046	-0.007	-0.029	-0.008	-0.083	0.01	-0.03	2016_7_13_16_55_49
FLQS30JCGRWV____	-0.008	-0.005	-0.004	-0.004	-0.084	0.032	-0.006	-0.006	-0.045	-0.045	-0.006	-0.004	-0.047	-0.009	-0.013	-0.004	-0.043	-0.049	-0.004	-0.008	-0.006	-0.007	-0.088	-0.009	-0.011	0.032	-0.011	0.031	-0.007	-0.084	-0.004	-0.011	-0.001	-0.003	-0.001	-0.001	0	0.042	0	0	-0.001	-0.002	-0.002	-0.001	-0.001	-0.001	-0.002	-0.001	-0.002	0	-0.001	0.04	-0.004	-0.003	-0.001	-0.002	-0.002	0.042	-0.003	0	-0.002	0	-0.002	-0.003	0.029	0.03	0.031	0.031	0	0.04	0.03	0.03	0.015	0.016	0.03	0.031	0.014	0.029	0.028	0.031	0.015	0.013	0.031	0.025	0.03	0.03	-0.001	0.03	0.029	0.04	0.029	0.044	0.029	0	0.03	0.029	-0.017	0.002	0.026	2016_7_13_16_55_52
FLQS30KNGRWV____	-0.072	-0.065	-0.027	-0.027	-0.067	-0.066	-0.03	-0.03	-0.065	-0.031	-0.063	-0.027	-0.064	-0.063	-0.067	-0.027	-0.106	-0.063	-0.027	-0.034	-0.069	-0.102	-0.064	-0.025	-0.061	-0.066	-0.065	-0.105	-0.064	-0.067	-0.065	-0.065	0.046	0.004	0.046	0.046	0.046	0.045	0.045	0.045	0.048	0.001	0.003	0.046	0.047	0.046	0.045	0.046	0.006	0.003	0.046	0.088	0.046	0.001	0.003	0.048	0.003	0.045	0.047	0.005	0.048	0.046	0.047	0.047	0.058	0.065	0.075	0.075	0.06	0.061	0.074	0.074	0.06	0.078	0.066	0.075	0.061	0.061	0.06	0.075	0.049	0.066	0.075	0.068	0.059	0.051	0.065	0.075	0.067	0.061	0.06	0.049	0.061	0.06	0.061	0.06	-0.057	0.035	0.065	2016_7_13_16_55_56
FLQS30LFGRWY____	0.249	0.212	0.254	0.254	0.215	0.215	0.216	0.216	0.216	0.254	0.215	0.254	0.255	0.21	0.219	0.254	0.262	0.216	0.254	0.252	0.294	0.251	0.255	0.215	0.215	0.215	0.26	0.26	0.207	0.215	0.252	0.26	-0.016	-0.058	-0.015	-0.015	-0.056	-0.016	-0.057	-0.057	-0.055	-0.055	-0.056	-0.015	-0.058	-0.057	-0.057	-0.015	-0.056	-0.057	-0.015	-0.013	-0.014	-0.012	-0.058	-0.057	-0.056	-0.016	-0.057	-0.057	-0.057	-0.056	-0.058	-0.057	0.706	0.696	0.707	0.707	0.697	0.693	0.697	0.697	0.697	0.711	0.697	0.707	0.713	0.695	0.698	0.707	0.715	0.697	0.707	0.706	0.722	0.706	0.712	0.696	0.697	0.693	0.714	0.714	0.694	0.697	0.711	0.714	0.237	-0.042	0.704	2016_7_13_16_56_00
